LinkedTermID,TermMasterID,TermID,Term,Term,TermType,ThesXrefType,ObjectNumber,Title,ObjectName,Description
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-3600-2514,Pinangschaar,pinangschaar,Pinangschaar met scharnierpunt in de vorm van een hanekop.
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-3600-2514,Pinangschaar,pinangschaar,Pinangschaar met scharnierpunt in de vorm van een hanekop.
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-3600-2514,Pinangschaar,pinangschaar,Pinangschaar met scharnierpunt in de vorm van een hanekop.
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-3600-2257,Pinangschaar,pinangschaar,De Pinangschaar wordt gebruikt voor gambir- en pinangnoten.
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-3600-2257,Pinangschaar,pinangschaar,De Pinangschaar wordt gebruikt voor gambir- en pinangnoten.
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-3600-2257,Pinangschaar,pinangschaar,De Pinangschaar wordt gebruikt voor gambir- en pinangnoten.
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-3600-2257,Pinangschaar,pinangschaar,De Pinangschaar wordt gebruikt voor gambir- en pinangnoten.
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-3600-2257,Pinangschaar,pinangschaar,De Pinangschaar wordt gebruikt voor gambir- en pinangnoten.
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-3600-2258,Pinangschaar,pinangschaar,Pinangschaar wordt gebruikt voor gambir- en pinangnoten de uiteinden van de schaar in de vorm van een hanekop.
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-3600-2258,Pinangschaar,pinangschaar,Pinangschaar wordt gebruikt voor gambir- en pinangnoten de uiteinden van de schaar in de vorm van een hanekop.
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-3600-2258,Pinangschaar,pinangschaar,Pinangschaar wordt gebruikt voor gambir- en pinangnoten de uiteinden van de schaar in de vorm van een hanekop.
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-3600-2258,Pinangschaar,pinangschaar,Pinangschaar wordt gebruikt voor gambir- en pinangnoten de uiteinden van de schaar in de vorm van een hanekop.
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-3600-2258,Pinangschaar,pinangschaar,Pinangschaar wordt gebruikt voor gambir- en pinangnoten de uiteinden van de schaar in de vorm van een hanekop.
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-2613-2,NULL,pinangschaar,"De benen van de schaar met zilver bekleed en elk eindigend in een bewerkt zilveren bolletje ; snijgedeelte van ijzer en eindigend in een paardenkop, waarbij het mes gefatsoeneerd is tot de manen en draaibaar is bevestigd in het onderste been, dat gevormd is tot een paardenhals en -hoofd"
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-2613-2,NULL,pinangschaar,"De benen van de schaar met zilver bekleed en elk eindigend in een bewerkt zilveren bolletje ; snijgedeelte van ijzer en eindigend in een paardenkop, waarbij het mes gefatsoeneerd is tot de manen en draaibaar is bevestigd in het onderste been, dat gevormd is tot een paardenhals en -hoofd"
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-2613-2,NULL,pinangschaar,"De benen van de schaar met zilver bekleed en elk eindigend in een bewerkt zilveren bolletje ; snijgedeelte van ijzer en eindigend in een paardenkop, waarbij het mes gefatsoeneerd is tot de manen en draaibaar is bevestigd in het onderste been, dat gevormd is tot een paardenhals en -hoofd"
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-2613-2,NULL,pinangschaar,"De benen van de schaar met zilver bekleed en elk eindigend in een bewerkt zilveren bolletje ; snijgedeelte van ijzer en eindigend in een paardenkop, waarbij het mes gefatsoeneerd is tot de manen en draaibaar is bevestigd in het onderste been, dat gevormd is tot een paardenhals en -hoofd"
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-2613-2,NULL,pinangschaar,"De benen van de schaar met zilver bekleed en elk eindigend in een bewerkt zilveren bolletje ; snijgedeelte van ijzer en eindigend in een paardenkop, waarbij het mes gefatsoeneerd is tot de manen en draaibaar is bevestigd in het onderste been, dat gevormd is tot een paardenhals en -hoofd"
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-2599-12,Pinangschaar,pinangschaar,Pinangschaar in de vorm van een gevleugelde draak.
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-2599-12,Pinangschaar,pinangschaar,Pinangschaar in de vorm van een gevleugelde draak.
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-2599-12,Pinangschaar,pinangschaar,Pinangschaar in de vorm van een gevleugelde draak.
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-2599-12,Pinangschaar,pinangschaar,Pinangschaar in de vorm van een gevleugelde draak.
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-2599-12,Pinangschaar,pinangschaar,Pinangschaar in de vorm van een gevleugelde draak.
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-3015-10,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-3015-10,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-3015-10,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-3015-10,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-3015-10,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-2442-327,NULL,pinangschaar,"Penangschaar van ijzer, in de vorm van een paardenkop. De manen zijn aangegeven door parallel lopende groeven. Op de rug zitten twee uitsteeksels als versiering. De handvaten zijn rond, de uitein- den kegelvormig en belegd met zilver."
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-2442-327,NULL,pinangschaar,"Penangschaar van ijzer, in de vorm van een paardenkop. De manen zijn aangegeven door parallel lopende groeven. Op de rug zitten twee uitsteeksels als versiering. De handvaten zijn rond, de uitein- den kegelvormig en belegd met zilver."
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-2442-327,NULL,pinangschaar,"Penangschaar van ijzer, in de vorm van een paardenkop. De manen zijn aangegeven door parallel lopende groeven. Op de rug zitten twee uitsteeksels als versiering. De handvaten zijn rond, de uitein- den kegelvormig en belegd met zilver."
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-2442-327,NULL,pinangschaar,"Penangschaar van ijzer, in de vorm van een paardenkop. De manen zijn aangegeven door parallel lopende groeven. Op de rug zitten twee uitsteeksels als versiering. De handvaten zijn rond, de uitein- den kegelvormig en belegd met zilver."
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-2442-327,NULL,pinangschaar,"Penangschaar van ijzer, in de vorm van een paardenkop. De manen zijn aangegeven door parallel lopende groeven. Op de rug zitten twee uitsteeksels als versiering. De handvaten zijn rond, de uitein- den kegelvormig en belegd met zilver."
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-1926-636,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-1926-636,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-1926-636,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-1926-636,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-1926-636,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-1926-637,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-1926-637,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-1926-637,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-1926-637,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-1926-637,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-1877-58,Pinangschaar,pinangschaar," 
"
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-1877-58,Pinangschaar,pinangschaar," 
"
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-1877-58,Pinangschaar,pinangschaar," 
"
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-1877-58,Pinangschaar,pinangschaar," 
"
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-1877-58,Pinangschaar,pinangschaar," 
"
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-1684-19,PINANGSCHAAR,pinangschaar,NULL
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-19,PINANGSCHAAR,pinangschaar,NULL
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-19,PINANGSCHAAR,pinangschaar,NULL
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-19,PINANGSCHAAR,pinangschaar,NULL
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-1684-19,PINANGSCHAAR,pinangschaar,NULL
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-1684-79,TJAKET,pinangschaar,"Pinangschaar van ijzer. De handvaten zijn met glad zilver bekleed. De punt heeft de vorm van een paardekop met geopende bek. Het paard heeft opstaande oren en duidelijke ogen, de manen zijn door groefjes aangegeven. Op het eigenlijke mes zitten twee puntige uitsteeksels."
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-79,TJAKET,pinangschaar,"Pinangschaar van ijzer. De handvaten zijn met glad zilver bekleed. De punt heeft de vorm van een paardekop met geopende bek. Het paard heeft opstaande oren en duidelijke ogen, de manen zijn door groefjes aangegeven. Op het eigenlijke mes zitten twee puntige uitsteeksels."
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-79,TJAKET,pinangschaar,"Pinangschaar van ijzer. De handvaten zijn met glad zilver bekleed. De punt heeft de vorm van een paardekop met geopende bek. Het paard heeft opstaande oren en duidelijke ogen, de manen zijn door groefjes aangegeven. Op het eigenlijke mes zitten twee puntige uitsteeksels."
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-79,TJAKET,pinangschaar,"Pinangschaar van ijzer. De handvaten zijn met glad zilver bekleed. De punt heeft de vorm van een paardekop met geopende bek. Het paard heeft opstaande oren en duidelijke ogen, de manen zijn door groefjes aangegeven. Op het eigenlijke mes zitten twee puntige uitsteeksels."
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-1684-79,TJAKET,pinangschaar,"Pinangschaar van ijzer. De handvaten zijn met glad zilver bekleed. De punt heeft de vorm van een paardekop met geopende bek. Het paard heeft opstaande oren en duidelijke ogen, de manen zijn door groefjes aangegeven. Op het eigenlijke mes zitten twee puntige uitsteeksels."
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-1684-80,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-80,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-80,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-80,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-1684-80,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-1684-81,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-81,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-81,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-1684-81,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-1684-81,Pinangschaar,pinangschaar,NULL
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-Liefkes-16,PINANGSCHAAR,pinangschaar,"Een pinangschaar om de betelnoot in stukken te knippen. Het uiteinde is in de vorm van een vogelkop gesmeed. 
Zie ook RV-Liefkes-430, 431 en 432

"
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-Liefkes-16,PINANGSCHAAR,pinangschaar,"Een pinangschaar om de betelnoot in stukken te knippen. Het uiteinde is in de vorm van een vogelkop gesmeed. 
Zie ook RV-Liefkes-430, 431 en 432

"
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-Liefkes-16,PINANGSCHAAR,pinangschaar,"Een pinangschaar om de betelnoot in stukken te knippen. Het uiteinde is in de vorm van een vogelkop gesmeed. 
Zie ook RV-Liefkes-430, 431 en 432

"
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-Liefkes-16,PINANGSCHAAR,pinangschaar,"Een pinangschaar om de betelnoot in stukken te knippen. Het uiteinde is in de vorm van een vogelkop gesmeed. 
Zie ook RV-Liefkes-430, 431 en 432

"
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-Liefkes-16,PINANGSCHAAR,pinangschaar,"Een pinangschaar om de betelnoot in stukken te knippen. Het uiteinde is in de vorm van een vogelkop gesmeed. 
Zie ook RV-Liefkes-430, 431 en 432

"
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,RV-Liefkes-417h,PINANGSCHAAR VAN EEN SIRIHSTEL,pinangschaar,"Een pinangschaar gemaakt van gesmeed ijzer. De schaar heeft vergulde handvatten. De uiteinden van de handvatten zijn bolvormig en versierd met een bladmotief. Aan het schaargedeelte hangen drie gouden bolvormige belletjes. Deze pinangschaar is onderdeel van een sirihstel (Liefkes 417a-h).

Het aanbieden van sirih is in Aziatische landen een teken van gastvrijheid. Een sirihpruim bestaat uit stukjes pinang, de noot van de Arecapalm, samen met kalkpasta - vaak gemaakt van schelpen - en het sap van de gambirplant en eventueel nog tabak. Deze ingrediënten worden in een betelblad (= daun sirih) gewikkeld. Het kauwen produceert rood speeksel en het geeft een licht stimulerend effect.

"
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,RV-Liefkes-417h,PINANGSCHAAR VAN EEN SIRIHSTEL,pinangschaar,"Een pinangschaar gemaakt van gesmeed ijzer. De schaar heeft vergulde handvatten. De uiteinden van de handvatten zijn bolvormig en versierd met een bladmotief. Aan het schaargedeelte hangen drie gouden bolvormige belletjes. Deze pinangschaar is onderdeel van een sirihstel (Liefkes 417a-h).

Het aanbieden van sirih is in Aziatische landen een teken van gastvrijheid. Een sirihpruim bestaat uit stukjes pinang, de noot van de Arecapalm, samen met kalkpasta - vaak gemaakt van schelpen - en het sap van de gambirplant en eventueel nog tabak. Deze ingrediënten worden in een betelblad (= daun sirih) gewikkeld. Het kauwen produceert rood speeksel en het geeft een licht stimulerend effect.

"
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,RV-Liefkes-417h,PINANGSCHAAR VAN EEN SIRIHSTEL,pinangschaar,"Een pinangschaar gemaakt van gesmeed ijzer. De schaar heeft vergulde handvatten. De uiteinden van de handvatten zijn bolvormig en versierd met een bladmotief. Aan het schaargedeelte hangen drie gouden bolvormige belletjes. Deze pinangschaar is onderdeel van een sirihstel (Liefkes 417a-h).

Het aanbieden van sirih is in Aziatische landen een teken van gastvrijheid. Een sirihpruim bestaat uit stukjes pinang, de noot van de Arecapalm, samen met kalkpasta - vaak gemaakt van schelpen - en het sap van de gambirplant en eventueel nog tabak. Deze ingrediënten worden in een betelblad (= daun sirih) gewikkeld. Het kauwen produceert rood speeksel en het geeft een licht stimulerend effect.

"
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,RV-Liefkes-417h,PINANGSCHAAR VAN EEN SIRIHSTEL,pinangschaar,"Een pinangschaar gemaakt van gesmeed ijzer. De schaar heeft vergulde handvatten. De uiteinden van de handvatten zijn bolvormig en versierd met een bladmotief. Aan het schaargedeelte hangen drie gouden bolvormige belletjes. Deze pinangschaar is onderdeel van een sirihstel (Liefkes 417a-h).

Het aanbieden van sirih is in Aziatische landen een teken van gastvrijheid. Een sirihpruim bestaat uit stukjes pinang, de noot van de Arecapalm, samen met kalkpasta - vaak gemaakt van schelpen - en het sap van de gambirplant en eventueel nog tabak. Deze ingrediënten worden in een betelblad (= daun sirih) gewikkeld. Het kauwen produceert rood speeksel en het geeft een licht stimulerend effect.

"
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,RV-Liefkes-417h,PINANGSCHAAR VAN EEN SIRIHSTEL,pinangschaar,"Een pinangschaar gemaakt van gesmeed ijzer. De schaar heeft vergulde handvatten. De uiteinden van de handvatten zijn bolvormig en versierd met een bladmotief. Aan het schaargedeelte hangen drie gouden bolvormige belletjes. Deze pinangschaar is onderdeel van een sirihstel (Liefkes 417a-h).

Het aanbieden van sirih is in Aziatische landen een teken van gastvrijheid. Een sirihpruim bestaat uit stukjes pinang, de noot van de Arecapalm, samen met kalkpasta - vaak gemaakt van schelpen - en het sap van de gambirplant en eventueel nog tabak. Deze ingrediënten worden in een betelblad (= daun sirih) gewikkeld. Het kauwen produceert rood speeksel en het geeft een licht stimulerend effect.

"
10144450,10071019,10144448,pinangscharen,betelscharen,Descriptor,OBJECTTREFWOORD,7292-10,Pinangschaar,Pinangschaar,"Pinangschaar van ijzer, door Han Tek Nio gebruikt om de wierookhars (menyan) die bij verschillende rituelen werd gebruikt) in stukjes te breken, in verband met het bewieroken van de krissen die nu nog steeds in de familie zijn.

Deze voorwerpen en foto’s uit de families Kan-Han-Tan geven inzicht in de leefwijze van een welgestelde Peranakan-Chinese familie in Indonesië in de koloniale periode. Daarnaast vertellen zij het verhaal van hoe mensen met een Chinese achtergrond na de Indonesische onafhankelijkheid en vooral na 1965 werden gediscrimineerd en welke voorwerpen voor een Peranakan-Chinese familie belangrijk waren om bij hun vertrek naar Nederland mee te nemen. 

De foto’s geven een uniek inkijkje in het leven van de Kan-Han-Tan families die tot de upper class van koloniaal Indonesië behoorden. Een deel van de foto’s is in opdracht gemaakt van de familie, bijvoorbeeld bij huwelijken en begrafenissen door gerenommeerde fotografen zoals Charls & van Es & Co en Van Felde. Op veel van deze foto’s zijn voorwerpen te zien die (eerder) zijn geschonken en tot de NMVW Peranakan-Chinese collectie behoren. Een ander deel betreffen door de families Kan-Han-Tan gemaakte kiekjes en geven een beeld van het reilen en zeilen in Indonesië en ook hun leven zoals ze dat in Nederland hebben opgebouwd."
10144450,10071019,10144449,pinangscharen,betelnootscharen,Alternate Term,OBJECTTREFWOORD,7292-10,Pinangschaar,Pinangschaar,"Pinangschaar van ijzer, door Han Tek Nio gebruikt om de wierookhars (menyan) die bij verschillende rituelen werd gebruikt) in stukjes te breken, in verband met het bewieroken van de krissen die nu nog steeds in de familie zijn.

Deze voorwerpen en foto’s uit de families Kan-Han-Tan geven inzicht in de leefwijze van een welgestelde Peranakan-Chinese familie in Indonesië in de koloniale periode. Daarnaast vertellen zij het verhaal van hoe mensen met een Chinese achtergrond na de Indonesische onafhankelijkheid en vooral na 1965 werden gediscrimineerd en welke voorwerpen voor een Peranakan-Chinese familie belangrijk waren om bij hun vertrek naar Nederland mee te nemen. 

De foto’s geven een uniek inkijkje in het leven van de Kan-Han-Tan families die tot de upper class van koloniaal Indonesië behoorden. Een deel van de foto’s is in opdracht gemaakt van de familie, bijvoorbeeld bij huwelijken en begrafenissen door gerenommeerde fotografen zoals Charls & van Es & Co en Van Felde. Op veel van deze foto’s zijn voorwerpen te zien die (eerder) zijn geschonken en tot de NMVW Peranakan-Chinese collectie behoren. Een ander deel betreffen door de families Kan-Han-Tan gemaakte kiekjes en geven een beeld van het reilen en zeilen in Indonesië en ook hun leven zoals ze dat in Nederland hebben opgebouwd."
10144450,10071019,10144450,pinangscharen,pinangscharen,Alternate Term,OBJECTTREFWOORD,7292-10,Pinangschaar,Pinangschaar,"Pinangschaar van ijzer, door Han Tek Nio gebruikt om de wierookhars (menyan) die bij verschillende rituelen werd gebruikt) in stukjes te breken, in verband met het bewieroken van de krissen die nu nog steeds in de familie zijn.

Deze voorwerpen en foto’s uit de families Kan-Han-Tan geven inzicht in de leefwijze van een welgestelde Peranakan-Chinese familie in Indonesië in de koloniale periode. Daarnaast vertellen zij het verhaal van hoe mensen met een Chinese achtergrond na de Indonesische onafhankelijkheid en vooral na 1965 werden gediscrimineerd en welke voorwerpen voor een Peranakan-Chinese familie belangrijk waren om bij hun vertrek naar Nederland mee te nemen. 

De foto’s geven een uniek inkijkje in het leven van de Kan-Han-Tan families die tot de upper class van koloniaal Indonesië behoorden. Een deel van de foto’s is in opdracht gemaakt van de familie, bijvoorbeeld bij huwelijken en begrafenissen door gerenommeerde fotografen zoals Charls & van Es & Co en Van Felde. Op veel van deze foto’s zijn voorwerpen te zien die (eerder) zijn geschonken en tot de NMVW Peranakan-Chinese collectie behoren. Een ander deel betreffen door de families Kan-Han-Tan gemaakte kiekjes en geven een beeld van het reilen en zeilen in Indonesië en ook hun leven zoals ze dat in Nederland hebben opgebouwd."
10144450,10071019,10144451,pinangscharen,arekanootscharen,Alternate Term,OBJECTTREFWOORD,7292-10,Pinangschaar,Pinangschaar,"Pinangschaar van ijzer, door Han Tek Nio gebruikt om de wierookhars (menyan) die bij verschillende rituelen werd gebruikt) in stukjes te breken, in verband met het bewieroken van de krissen die nu nog steeds in de familie zijn.

Deze voorwerpen en foto’s uit de families Kan-Han-Tan geven inzicht in de leefwijze van een welgestelde Peranakan-Chinese familie in Indonesië in de koloniale periode. Daarnaast vertellen zij het verhaal van hoe mensen met een Chinese achtergrond na de Indonesische onafhankelijkheid en vooral na 1965 werden gediscrimineerd en welke voorwerpen voor een Peranakan-Chinese familie belangrijk waren om bij hun vertrek naar Nederland mee te nemen. 

De foto’s geven een uniek inkijkje in het leven van de Kan-Han-Tan families die tot de upper class van koloniaal Indonesië behoorden. Een deel van de foto’s is in opdracht gemaakt van de familie, bijvoorbeeld bij huwelijken en begrafenissen door gerenommeerde fotografen zoals Charls & van Es & Co en Van Felde. Op veel van deze foto’s zijn voorwerpen te zien die (eerder) zijn geschonken en tot de NMVW Peranakan-Chinese collectie behoren. Een ander deel betreffen door de families Kan-Han-Tan gemaakte kiekjes en geven een beeld van het reilen en zeilen in Indonesië en ook hun leven zoals ze dat in Nederland hebben opgebouwd."
10144450,10071019,10144452,pinangscharen,areca-nut cutters,British Equivalent,OBJECTTREFWOORD,7292-10,Pinangschaar,Pinangschaar,"Pinangschaar van ijzer, door Han Tek Nio gebruikt om de wierookhars (menyan) die bij verschillende rituelen werd gebruikt) in stukjes te breken, in verband met het bewieroken van de krissen die nu nog steeds in de familie zijn.

Deze voorwerpen en foto’s uit de families Kan-Han-Tan geven inzicht in de leefwijze van een welgestelde Peranakan-Chinese familie in Indonesië in de koloniale periode. Daarnaast vertellen zij het verhaal van hoe mensen met een Chinese achtergrond na de Indonesische onafhankelijkheid en vooral na 1965 werden gediscrimineerd en welke voorwerpen voor een Peranakan-Chinese familie belangrijk waren om bij hun vertrek naar Nederland mee te nemen. 

De foto’s geven een uniek inkijkje in het leven van de Kan-Han-Tan families die tot de upper class van koloniaal Indonesië behoorden. Een deel van de foto’s is in opdracht gemaakt van de familie, bijvoorbeeld bij huwelijken en begrafenissen door gerenommeerde fotografen zoals Charls & van Es & Co en Van Felde. Op veel van deze foto’s zijn voorwerpen te zien die (eerder) zijn geschonken en tot de NMVW Peranakan-Chinese collectie behoren. Een ander deel betreffen door de families Kan-Han-Tan gemaakte kiekjes en geven een beeld van het reilen en zeilen in Indonesië en ook hun leven zoals ze dat in Nederland hebben opgebouwd."
10144453,10071020,10144453,betelstampers,betelstampers,Descriptor,OBJECTTREFWOORD,WM-34375,NULL,sirihstamper,NULL
10144453,10071020,10144454,betelstampers,sirihstampers,Alternate Term,OBJECTTREFWOORD,WM-34375,NULL,sirihstamper,NULL
10144453,10071020,10144455,betelstampers,areca pestles,British Equivalent,OBJECTTREFWOORD,WM-34375,NULL,sirihstamper,NULL
10144453,10071020,10144453,betelstampers,betelstampers,Descriptor,OBJECTTREFWOORD,WM-2769,NULL,sirihvijzel & sirihstamper,"1 = vijzel      ([ST] voet & ring
                     [DE] banden & bloem & tumpal (6) &
                             geometrische figuren)
2 = stamper ([DE] concentrische cirkels)
"
10144453,10071020,10144454,betelstampers,sirihstampers,Alternate Term,OBJECTTREFWOORD,WM-2769,NULL,sirihvijzel & sirihstamper,"1 = vijzel      ([ST] voet & ring
                     [DE] banden & bloem & tumpal (6) &
                             geometrische figuren)
2 = stamper ([DE] concentrische cirkels)
"
10144453,10071020,10144455,betelstampers,areca pestles,British Equivalent,OBJECTTREFWOORD,WM-2769,NULL,sirihvijzel & sirihstamper,"1 = vijzel      ([ST] voet & ring
                     [DE] banden & bloem & tumpal (6) &
                             geometrische figuren)
2 = stamper ([DE] concentrische cirkels)
"
